PARTNAME,PDES,TQUANT,TUNITNAME,PRICE,VPRICE,PURCHASEPRICE,ICODE,DUEDATE,CLOSEDBOOL,TBALANCE,PACKBALANCE,TAXSUM,PACKED,PACKPACKED,PERCENT,DISPRICE,QPRICE,VATPRICE,QPROFIT,QPROFITPERCENT,PRICEBAL,CODE,PRSOURCENAME,PURSOURCENAME,NUMPACK,PACKCODE,MODELNAME,PLANHOURSD,PLANHOURSSUM,REVNAME,VATFLAGA,COMMISSION,COMMISSION2,BARCODE,SERIALNAME,CUSTPARTNAME,CUSTPARTBARCODE,YOURORDLINE,QUANT,ABALANCE,PBALANCE,UNITNAME,UNSPSCCODE,UNSPSCDES,CLUSTNAME,MRP,ATP,PDATE,PRDATE,CASHFLOWDATE,DCODE,CODEDES,BUDCODE,COSTCNAME,EXCH,PBONUSFLAG,ORDISTATUSDES,COPYFAVSUPFLAG,SUPNAME,OBFLAG,PREPAYED,PAYCUSTNAME,PARTTREEFLAG,PURTAXPERCENT,PAYCUSTDES,LCODE,LEXCH,PROJCOSTFLAG,MPARTNAME,MPARTDES,MMPARTNAME,REMARK1,REMARK2,KITNUM,QRANKCODE,QRANKDES,DCMONTHS,MINEXPDAYS,WARHSREMARK,DEALNAME,DLINE,CHARGEPULSES,DS,RRMETHODNAME,RRMETHODDES,RRTIMINGNAME,RRTIMINGDES,FROMDATE,TODATE,AFLAG,SOF_EXTFILENAME,Y_4060_5_ESH,ORDI,KLINE,ORDNAME
20012024,בד מאלומה מס' 24 טאופ בהיר,2.5,מטר,59.0,69.03,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,59.0,147.5,172.58,147.5,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20012024,,,,0,2.5,0.0,2.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20012024,,,0,,,0,0,,,0,,,,,,,,,,,MALUMA NO.24 LIGHT TAUPE,2710,1,1001987
20004032,בד ואלוטו מס' 32 בז' כהה,26.0,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,,26.0,0,0.0,0,0,0.0,69.0,1794.0,2098.98,1794.0,0.0,1794.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004032,,,,0,26.0,26.0,26.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004032,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 32  DARK BEIGE,2709,1,1001986
10007001,עורות בקר דגם מוזאו פומיצ'ה M10,360.0,SQF,16.0,18.72,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,19.5,0,0.0,0,0,0.0,16.0,5760.0,6739.2,5760.0,0.0,312.0,"ש""ח",ידני,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,10007001,,,,0,360.0,19.5,360.0,SQF,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,10007001,,,0,,,0,0,,,0,,,,,,,,,,,MOZEEO LEATHERS,2708,1,1001985
20061272,בד מדגסקר מס' 272 חרדל,13.0,מטר,60.0,70.2,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,60.0,780.0,912.6,780.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20061272,,,,0,13.0,0.0,13.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20061272,,,0,,,0,0,,,0,,,,,,,,,,,MADAGASCAR NO 272,2707,1,1001984
20061100,בד מדגסקר מס' 100 בז,10.5,מטר,60.0,70.2,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,60.0,630.0,737.1,630.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20061100,,,,0,10.5,0.0,10.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20061100,,,0,,,0,0,,,0,,,,,,,,,,,MADAGASCAR NO 100,2706,1,1001983
20059018,בד ארובה מס' 18 אפור,13.0,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,897.0,1049.49,897.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20059018,,,,0,13.0,0.0,13.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20059018,,,0,,,0,0,,,0,,,,,,,,,,,ARUBA NO 18,2704,1,1001982
20059057,בד ארובה מס' 57 אפור בהיר,1.0,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,69.0,80.73,69.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20059057,,,,0,1.0,0.0,1.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20059057,,,0,,,0,0,,,0,,,,,,,,,,,ARUBA NO 57,2705,2,1001982
20061102,בד מדגסקר מס' 102 שמפניה בהיר,11.5,מטר,60.0,70.2,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,60.0,690.0,807.3,690.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20061102,,,,0,11.5,0.0,11.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20061102,,,0,,,0,0,,,0,,,,,,,,,,,MADAGASCAR NO 102,2703,1,1001981
20054037,בד קז'ואל מס' 37 אבן כהה,23.0,מטר,89.0,104.13,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,89.0,2047.0,2394.99,2047.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20054037,,,,0,23.0,0.0,23.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20054037,,,0,,,0,0,,,0,,,,,,,,,,,CASUAL 37 Flax,2702,1,1001980
11001302,דמוי עור רוגל מס' 302 טאופ,0.6,מטר,60.0,70.2,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,60.0,36.0,42.12,36.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001302,,,,0,0.6,0.0,0.6,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001302,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 302 TAUPE,2701,1,1001979
20058458,בד טוסקנה מס' 458 אפור כהה,4.0,מטר,75.0,87.75,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,75.0,300.0,351.0,300.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20058458,,,,0,4.0,0.0,4.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20058458,,,0,,,0,0,,,0,,,,,,,,,,,TUSCANY/TOP 458,2700,1,1001978
300193907,סוליד אנד סטריפס מס' 3907137 Taupe Chiné,3.0,מטר,130.0,152.1,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,130.0,390.0,456.3,390.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,300193907,,,,0,3.0,0.0,3.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,300193907,,,0,,,0,0,,,0,,,,,,,,,,,SOLIDS & STRIPES NO. 3907137 TAUPE CHINE,2699,1,1001977
11008005,דמוי עור חוץ/ פנים קאטנה 04 רויאל,5.0,מטר,79.0,92.43,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,79.0,395.0,462.15,395.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11008005,,,,0,5.0,0.0,5.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11008005,,,0,,,0,0,,,0,,,,,,,,,,,CATENA ROYAL NO 04,2698,1,1001976
11001300,דמוי עור רוגל מס' 300 קויו,25.0,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,1725.0,2018.25,1725.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001300,,,,0,25.0,0.0,25.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001300,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 300 CUOIO,2697,1,1001975
20051120,בד קורסיקה מס' 120 סאביה בז',6.5,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,448.5,524.75,448.5,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20051120,,,,0,6.5,0.0,6.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20051120,,,0,,,0,0,,,0,,,,,,,,,,,CORSICA NO 120 SABBIA  BEIGE,2696,1,1001974
11001322,דמוי עור רוגל מס' 322 פליסנדרו,15.0,מטר,65.0,76.05,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,65.0,975.0,1140.75,975.0,0.0,0.0,"ש""ח",ידני,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001322,,,,0,15.0,0.0,15.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001322,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 322 PALISSANDRO,2695,1,1001973
20023103,בד וסוביוס מס' 103 אבן,0.7,מטר,65.0,76.05,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,65.0,45.5,53.24,45.5,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20023103,,,,0,0.7,0.0,0.7,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20023103,,,0,,,0,0,,,0,,,,,,,,,,,VESUVIO NO 103 stone,2694,1,1001972
11001307,דמוי עור רוגל מס' 307 פליסנדרו,12.0,מטר,60.0,70.2,14.89,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,60.0,720.0,842.4,541.32,302.96,0.0,"ש""ח",מחיר מיוחד ללקוח,מחיר קניה אחרון,0,,,0.0,0.0,,Y,0.0,0.0,11001307,,,,0,12.0,0.0,12.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001307,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 307 PALISSANDRO,2693,1,1001971
20024104,בד דולי מס' 104 טאופ,20.0,מטר,55.0,64.35,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,1100.0,1287.0,1100.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20024104,,,,0,20.0,0.0,20.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20024104,,,0,,,0,0,,,0,,,,,,,,,,,DOLLY/ BERGAN NO 104,2692,1,1001970
20030007,בד קיוטו מס' 7 לבן,1.0,מטר,55.0,64.35,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,55.0,64.35,55.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20030007,,,,0,1.0,0.0,1.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20030007,,,0,,,0,0,,,0,,,,,,,,,,,KYOTO / FUJI NO 7 white,2691,1,1001969
20004075,בד ואלוטו מס' 75 ורוד,1.0,מטר,64.32,75.25,0.0,"ש""ח",2024-04-30T00:00:00Z,,1.0,0,0.0,0,0,0.0,64.32,64.32,75.25,64.32,0.0,64.32,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004075,,,,0,1.0,1.0,1.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004075,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 75 PINK,2690,1,1001968
20004040,בד ואלוטו מס' 40 אפור בטון,5.5,מטר,64.32,75.25,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,64.32,353.76,413.9,353.76,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004040,,,,0,5.5,0.0,5.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004040,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 40 GRAY concrete,2688,1,1001967
20004027,בד ואלוטו מס' 27 ירוק טורקיז,10.0,מטר,64.32,75.25,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,64.32,643.2,752.54,643.2,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004027,,,,0,10.0,0.0,10.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004027,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 27 turquoise GREEN,2687,1,1001966
20055031,בד ווילד מס' 31 חול,8.5,מטר,110.0,128.7,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,110.0,935.0,1093.95,935.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20055031,,,,0,8.5,0.0,8.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20055031,,,0,,,0,0,,,0,,,,,,,,,,,EARTHWILD 31 Sand,2686,1,1001965
20023103,בד וסוביוס מס' 103 אבן,20.0,מטר,55.0,64.35,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,1100.0,1287.0,1100.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20023103,,,,0,20.0,0.0,20.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20023103,,,0,,,0,0,,,0,,,,,,,,,,,VESUVIO NO 103 stone,2685,1,1001964
20023103,בד וסוביוס מס' 103 אבן,3.8,מטר,55.0,64.35,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,209.0,244.53,209.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20023103,,,,0,3.8,0.0,3.8,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20023103,,,0,,,0,0,,,0,,,,,,,,,,,VESUVIO NO 103 stone,2684,1,1001963
20023103,בד וסוביוס מס' 103 אבן,1.0,מטר,55.0,64.35,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,55.0,64.35,55.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20023103,,,,0,1.0,0.0,1.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20023103,,,0,,,0,0,,,0,,,,,,,,,,,VESUVIO NO 103 stone,2683,1,1001962
20004044,בד ואלוטו מס' 44 אפור בהיר,12.0,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,828.0,968.76,828.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004044,,,,0,12.0,0.0,12.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004044,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO 44 LIGTH GREY,2689,1,1001961
20028102,בד מונטונה מס' 102 לבן,9.0,מטר,85.0,99.45,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,9.0,0,0.0,0,0,0.0,85.0,765.0,895.05,765.0,0.0,765.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20028102,,,,0,9.0,9.0,9.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20028102,,,0,,,0,0,,,0,,,,,,,,,,,MONTONE NO 102 white,2682,1,1001960
20004032,בד ואלוטו מס' 32 בז' כהה,4.0,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,,4.0,0,0.0,0,0,0.0,69.0,276.0,322.92,276.0,0.0,276.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004032,,,,0,4.0,4.0,4.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004032,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 32  DARK BEIGE,2681,1,1001959
20013031,בד גארפילד מס' 31 פיסטוק,11.2,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,11.2,0,0.0,0,0,0.0,69.0,772.8,904.18,772.8,0.0,772.8,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20013031,,,,0,11.2,11.2,11.2,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20013031,,,0,,,0,0,,,0,,,,,,,,,,,GARFIELD NO 31 Pistachio,2680,1,1001958
20052170,בד קאלי מס' 170 טאופ,11.0,מטר,50.0,58.5,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,50.0,550.0,643.5,550.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20052170,,,,0,11.0,0.0,11.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20052170,,,0,,,0,0,,,0,,,,,,,,,,,CALI 170,2679,1,1001957
11001302,דמוי עור רוגל מס' 302 טאופ,2.5,מטר,55.0,64.35,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,137.5,160.88,137.5,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001302,,,,0,2.5,0.0,2.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001302,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 302 TAUPE,2678,1,1001956
11001302,דמוי עור רוגל מס' 302 טאופ,1.0,מטר,55.0,64.35,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,55.0,64.35,55.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001302,,,,0,1.0,0.0,1.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001302,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 302 TAUPE,2677,1,1001955
20054037,בד קז'ואל מס' 37 אבן כהה,14.5,מטר,70.0,81.9,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,70.0,1015.0,1187.55,1015.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20054037,,,,0,14.5,0.0,14.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20054037,,,0,,,0,0,,,0,,,,,,,,,,,CASUAL 37 Flax,2676,1,1001954
20013041,בד גארפילד מס' 41 כתום,1.5,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,103.5,121.1,103.5,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20013041,,,,0,1.5,0.0,1.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20013041,,,0,,,0,0,,,0,,,,,,,,,,,GARFIELD NO 41 ORANGE,2675,1,1001953
11001306,דמוי עור רוגל מס' 306 מעושן,4.4,מטר,60.0,70.2,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,60.0,264.0,308.88,264.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001306,,,,0,4.4,0.0,4.4,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001306,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 306 FUMO,2674,1,1001952
20051331,בד קורסיקה מס' 331 כחול,7.0,מטר,69.0,80.73,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,483.0,565.11,483.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20051331,,,,0,7.0,0.0,7.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20051331,,,0,,,0,0,,,0,,,,,,,,,,,CORSICA NO 331 BLUE,2673,1,1001951
20052103,בד קאלי מס' 103 בז',6.0,מטר,50.0,58.5,0.0,"ש""ח",2024-04-30T00:00:00Z,,6.0,0,0.0,0,0,0.0,50.0,300.0,351.0,300.0,0.0,300.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20052103,,,,0,6.0,6.0,6.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20052103,,,0,,,0,0,,,0,,,,,,,,,,,CALI 103,2672,1,1001950
20056355,בד מאלמו מס' 355 ירוק בקבוק,15.0,מטר,75.0,87.75,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,75.0,1125.0,1316.25,1125.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20056355,,,,0,15.0,0.0,15.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20056355,,,0,,,0,0,,,0,,,,,,,,,,,MALMO/LISA  355,2671,1,1001949
20058120,בד טוסקנה מס' 120 טאופ בהיר,28.0,מטר,75.0,87.75,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,75.0,2100.0,2457.0,2100.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20058120,,,,0,28.0,0.0,28.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20058120,,,0,,,0,0,,,0,,,,,,,,,,,TUSCANY/TOP 120,2669,1,1001948
20052103,בד קאלי מס' 103 בז',19.7,מטר,50.0,58.5,0.0,"ש""ח",2024-04-30T00:00:00Z,,19.7,0,0.0,0,0,0.0,50.0,985.0,1152.45,985.0,0.0,985.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20052103,,,,0,19.7,19.7,19.7,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20052103,,,0,,,0,0,,,0,,,,,,,,,,,CALI 103,2668,1,1001947
11005128,דמוי עור דקאר מס' 128 קויו,10.5,מטר,55.0,64.35,0.0,"ש""ח",2024-04-30T00:00:00Z,,10.5,0,0.0,0,0,0.0,55.0,577.5,675.68,577.5,0.0,577.5,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11005128,,,,0,10.5,10.5,10.5,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11005128,,,0,,,0,0,,,0,,,,,,,,,,,DAKAR 128 COUIO,2670,2,1001947
20009811,בד סוהו מס' 811 אפור כהה,18.0,מטר,52.77,61.74,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,52.77,949.86,1111.34,949.86,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20009811,,,,0,18.0,0.0,18.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20009811,,,0,,,0,0,,,0,,,,,,,,,,,SOHO NO 811 DARK GREY,2665,1,1001946
20009803,בד סוהו מס' 803 אפור אלפנט,11.0,מטר,52.77,61.74,0.0,"ש""ח",2024-04-30T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,52.77,580.47,679.15,580.47,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20009803,,,,0,11.0,0.0,11.0,מטר,,,,,,,2024-04-30T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20009803,,,0,,,0,0,,,0,,,,,,,,,,,SOHO NO 803 GRAY ELEPHENT,2666,2,1001946
